Data,IPEDS ID,Year,Unduplicated Athletes,Total Athletic Spending,Athletic Spending per Athlete,Total Institutional Funding for Athletics,Institutional Funding for Athletics per Athlete,Total Coaching Salaries,Coaching Salaries per Athlete,Football Players,Total Football Spending,Football Spending per Football Player,Total Football Coaching Salaries,Football Coaching Salaries per Football Player
Florida Atlantic University,133669,2007,452,"$15,327,294 ","$33,910 ","$10,836,302 ","$23,974 ","$2,811,072 ","$6,219 ",133,"$3,635,670 ","$27,336 ","$992,075 ","$7,459 "
Florida Atlantic University,133669,2008,356,"$16,275,735 ","$45,718 ","$11,081,707 ","$31,128 ","$3,121,163 ","$8,767 ",110,"$4,525,548 ","$41,141 ","$1,230,858 ","$11,190 "
Florida Atlantic University,133669,2009,450,"$15,968,769 ","$35,486 ","$11,311,898 ","$25,138 ","$2,993,377 ","$6,652 ",152,"$4,704,782 ","$30,953 ","$1,120,725 ","$7,373 "
Florida Atlantic University,133669,2010,469,"$15,208,667 ","$32,428 ","$11,080,401 ","$23,626 ","$3,162,257 ","$6,743 ",134,"$4,616,870 ","$34,454 ","$1,223,267 ","$9,129 "
Florida Atlantic University,133669,2011,486,"$16,707,200 ","$34,377 ","$13,001,125 ","$26,751 ","$3,427,496 ","$7,052 ",147,"$4,928,818 ","$33,529 ","$1,399,844 ","$9,523 "
Florida Atlantic University,133669,2012,407,"$20,020,133 ","$49,190 ","$13,936,229 ","$34,241 ","$3,646,321 ","$8,959 ",149,"$6,900,943 ","$46,315 ","$1,662,420 ","$11,157 "
Florida Atlantic University,133669,2013,406,"$21,967,412 ","$54,107 ","$16,590,468 ","$40,863 ","$3,955,976 ","$9,744 ",122,"$6,729,231 ","$55,158 ","$1,648,623 ","$13,513 "
Florida Atlantic University,133669,2014,408,"$24,033,024 ","$58,904 ","$16,358,377 ","$40,094 ","$4,165,219 ","$10,209 ",113,"$6,008,059 ","$53,169 ","$1,812,999 ","$16,044 "
Florida Gulf Coast University,433660,2005,,,,,,,,,,,,
Florida Gulf Coast University,433660,2006,,,,,,,,,,,,
Florida Gulf Coast University,433660,2007,,,,,,,,,,,,
Florida Gulf Coast University,433660,2008,235,"$6,193,978 ","$26,357 ","$4,905,255 ","$20,873 ","$1,437,475 ","$6,117 ",,,,,
Florida Gulf Coast University,433660,2009,251,"$6,728,642 ","$26,807 ","$5,817,313 ","$23,177 ","$1,709,612 ","$6,811 ",,,,,
Florida Gulf Coast University,433660,2010,249,"$8,109,390 ","$32,568 ","$6,342,784 ","$25,473 ","$1,944,682 ","$7,810 ",,,,,
Florida Gulf Coast University,433660,2011,254,"$9,232,294 ","$36,348 ","$7,512,718 ","$29,578 ","$1,964,420 ","$7,734 ",,,,,
Florida Gulf Coast University,433660,2012,260,"$10,530,733 ","$40,503 ","$8,144,894 ","$31,327 ","$2,129,048 ","$8,189 ",,,,,
Florida Gulf Coast University,433660,2013,255,"$11,775,352 ","$46,178 ","$8,815,838 ","$34,572 ","$2,335,353 ","$9,158 ",,,,,
Florida Gulf Coast University,433660,2014,254,"$12,640,775 ","$49,767 ","$9,891,551 ","$38,943 ","$2,444,222 ","$9,623 ",,,,,
Florida International University,133951,2005,449,"$13,463,158 ","$29,985 ","$12,131,586 ","$27,019 ","$2,254,720 ","$5,022 ",90,"$4,386,327 ","$48,737 ","$779,169 ","$8,657 "
Florida International University,133951,2006,365,"$15,200,636 ","$41,646 ","$12,906,725 ","$35,361 ","$2,590,117 ","$7,096 ",100,"$4,776,694 ","$47,767 ","$932,291 ","$9,323 "
Florida International University,133951,2007,433,"$17,977,244 ","$41,518 ","$13,565,553 ","$31,329 ","$2,723,372 ","$6,290 ",96,"$5,905,875 ","$61,520 ","$1,029,556 ","$10,725 "
Florida International University,133951,2008,441,"$18,475,489 ","$41,895 ","$15,691,580 ","$35,582 ","$3,302,266 ","$7,488 ",101,"$6,039,755 ","$59,800 ","$1,509,165 ","$14,942 "
Florida International University,133951,2009,476,"$21,801,110 ","$45,801 ","$17,468,277 ","$36,698 ","$3,428,763 ","$7,203 ",115,"$5,973,113 ","$51,940 ","$1,526,437 ","$13,273 "
Florida International University,133951,2010,386,"$22,509,591 ","$58,315 ","$17,857,204 ","$46,262 ","$3,550,824 ","$9,199 ",119,"$6,239,272 ","$52,431 ","$1,587,778 ","$13,343 "
Florida International University,133951,2011,350,"$24,606,141 ","$70,303 ","$19,156,076 ","$54,732 ","$3,907,665 ","$11,165 ",99,"$7,224,805 ","$72,978 ","$1,718,655 ","$17,360 "
Florida International University,133951,2012,361,"$27,428,271 ","$75,979 ","$21,011,935 ","$58,205 ","$4,188,658 ","$11,603 ",98,"$7,867,971 ","$80,285 ","$1,982,016 ","$20,225 "
Florida International University,133951,2013,391,"$26,275,579 ","$67,201 ","$21,969,608 ","$56,188 ","$4,064,486 ","$10,395 ",99,"$8,168,226 ","$82,507 ","$1,850,662 ","$18,694 "
Florida International University,133951,2014,384,"$27,542,910 ","$71,726 ","$22,540,365 ","$58,699 ","$4,342,496 ","$11,309 ",90,"$7,155,156 ","$79,502 ","$2,021,235 ","$22,458 "
Florida State University,134097,2005,439,"$56,412,748 ","$128,503 ","$4,796,773 ","$10,927 ","$7,133,423 ","$16,249 ",97,"$11,788,546 ","$121,531 ","$3,304,825 ","$34,070 "
Florida State University,134097,2006,461,"$59,512,089 ","$129,093 ","$6,361,806 ","$13,800 ","$8,039,938 ","$17,440 ",110,"$12,176,838 ","$110,699 ","$3,872,487 ","$35,204 "
Florida State University,134097,2007,528,"$67,843,586 ","$128,492 ","$6,416,563 ","$12,153 ","$8,866,418 ","$16,792 ",108,"$13,976,879 ","$129,416 ",,
Florida State University,134097,2008,468,"$65,583,105 ","$140,135 ","$6,590,629 ","$14,083 ","$9,716,063 ","$20,761 ",107,"$14,746,453 ","$137,817 ","$4,920,535 ","$45,986 "
Florida State University,134097,2009,513,"$78,528,151 ","$153,076 ","$7,472,105 ","$14,566 ","$10,942,666 ","$21,331 ",117,"$16,706,311 ","$142,789 ","$5,431,052 ","$46,419 "
Florida State University,134097,2010,537,"$75,209,181 ","$140,054 ","$7,269,449 ","$13,537 ","$12,102,660 ","$22,538 ",114,"$16,345,377 ","$143,381 ","$5,729,851 ","$50,262 "
Florida State University,134097,2011,514,"$86,949,804 ","$169,163 ","$7,528,006 ","$14,646 ","$13,605,961 ","$26,471 ",116,"$18,689,809 ","$161,119 ","$6,010,913 ","$51,818 "
Florida State University,134097,2012,514,"$90,278,878 ","$175,640 ","$7,778,861 ","$15,134 ","$14,501,473 ","$28,213 ",117,"$22,052,228 ","$188,481 ","$6,612,614 ","$56,518 "
Florida State University,134097,2013,535,"$84,772,759 ","$158,454 ","$7,859,734 ","$14,691 ","$14,415,931 ","$26,946 ",111,"$23,427,950 ","$211,063 ","$6,761,121 ","$60,911 "
Florida State University,134097,2014,480,"$98,866,182 ","$205,971 ","$7,980,366 ","$16,626 ","$17,020,714 ","$35,460 ",117,"$32,856,508 ","$280,825 ","$7,637,413 ","$65,277 "
George Mason University,232186,2005,377,"$11,044,775 ","$29,296 ","$9,244,250 ","$24,521 ","$2,028,948 ","$5,382 ",,,,,
George Mason University,232186,2006,447,"$12,686,374 ","$28,381 ","$10,417,436 ","$23,305 ","$2,494,405 ","$5,580 ",,,,,
George Mason University,232186,2007,411,,,,,,,,,,,
George Mason University,232186,2008,460,,,,,,,,,,,
George Mason University,232186,2009,491,"$16,544,015 ","$33,695 ","$14,199,434 ","$28,919 ","$3,227,416 ","$6,573 ",,,,,
George Mason University,232186,2010,505,"$16,926,125 ","$33,517 ","$13,870,204 ","$27,466 ","$3,135,786 ","$6,209 ",,,,,
George Mason University,232186,2011,461,"$18,413,202 ","$39,942 ","$14,645,894 ","$31,770 ","$3,474,756 ","$7,537 ",,,,,
George Mason University,232186,2012,490,"$19,378,204 ","$39,547 ","$15,726,149 ","$32,094 ","$3,736,454 ","$7,625 ",,,,,
George Mason University,232186,2013,484,"$22,143,733 ","$45,752 ","$18,685,650 ","$38,607 ","$3,954,266 ","$8,170 ",,,,,
George Mason University,232186,2014,493,"$21,633,369 ","$43,881 ","$17,207,354 ","$34,903 ","$4,095,663 ","$8,308 ",,,,,
Georgia Institute of Technology,139755,2005,281,"$40,942,114 ","$145,701 ","$2,534,562 ","$9,020 ","$6,279,875 ","$22,348 ",120,"$12,847,465 ","$107,062 ","$2,250,269 ","$18,752 "
Georgia Institute of Technology,139755,2006,310,"$48,696,486 ","$157,085 ","$2,719,981 ","$8,774 ","$6,786,544 ","$21,892 ",120,"$10,430,643 ","$86,922 ","$2,857,944 ","$23,816 "
Georgia Institute of Technology,139755,2007,356,"$49,725,966 ","$139,680 ","$3,052,638 ","$8,575 ","$7,904,810 ","$22,205 ",111,"$17,283,685 ","$155,709 ","$3,113,877 ","$28,053 "
Georgia Institute of Technology,139755,2008,406,"$54,800,099 ","$134,976 ","$4,855,809 ","$11,960 ","$7,926,937 ","$19,524 ",114,"$13,958,597 ","$122,444 ","$3,523,058 ","$30,904 "
Georgia Institute of Technology,139755,2009,387,"$56,026,127 ","$144,770 ","$5,996,692 ","$15,495 ","$9,379,311 ","$24,236 ",120,"$16,128,865 ","$134,407 ","$4,148,639 ","$34,572 "
Georgia Institute of Technology,139755,2010,387,"$55,221,082 ","$142,690 ","$6,445,512 ","$16,655 ","$9,886,176 ","$25,546 ",130,"$16,419,024 ","$126,300 ","$4,766,024 ","$36,662 "
Georgia Institute of Technology,139755,2011,360,"$55,065,262 ","$152,959 ","$6,454,071 ","$17,928 ","$10,229,169 ","$28,414 ",117,"$14,323,303 ","$122,421 ","$4,798,304 ","$41,011 "
Georgia Institute of Technology,139755,2012,364,"$61,179,789 ","$168,076 ","$6,914,742 ","$18,997 ","$10,619,374 ","$29,174 ",118,"$17,121,071 ","$145,094 ","$5,072,142 ","$42,984 "
Georgia Institute of Technology,139755,2013,411,"$63,630,961 ","$154,820 ","$7,147,389 ","$17,390 ","$10,939,242 ","$26,616 ",142,"$19,713,773 ","$138,829 ","$5,327,406 ","$37,517 "
Georgia Institute of Technology,139755,2014,395,"$68,818,267 ","$174,223 ","$7,107,777 ","$17,994 ","$11,855,296 ","$30,013 ",120,"$18,992,117 ","$158,268 ","$5,913,702 ","$49,281 "
Georgia Southern University,139931,2005,358,"$8,803,187 ","$24,590 ","$6,168,931 ","$17,232 ","$1,754,294 ","$4,900 ",118,"$2,115,786 ","$17,930 ","$677,147 ","$5,739 "
Georgia Southern University,139931,2006,377,"$9,458,911 ","$25,090 ","$6,758,515 ","$17,927 ","$1,885,605 ","$5,002 ",134,"$2,722,828 ","$20,320 ","$749,425 ","$5,593 "
Georgia Southern University,139931,2007,351,"$9,069,380 ","$25,839 ","$6,849,944 ","$19,516 ","$1,869,195 ","$5,325 ",116,"$2,354,075 ","$20,294 ","$738,125 ","$6,363 "
Georgia Southern University,139931,2008,362,"$9,346,897 ","$25,820 ","$6,747,697 ","$18,640 ","$2,142,438 ","$5,918 ",125,"$2,535,909 ","$20,287 ","$865,381 ","$6,923 "
Georgia Southern University,139931,2009,355,"$9,525,178 ","$26,831 ","$6,856,413 ","$19,314 ","$2,395,808 ","$6,749 ",135,"$2,344,026 ","$17,363 ","$922,501 ","$6,833 "
Georgia Southern University,139931,2010,353,"$10,174,594 ","$28,823 ","$7,524,536 ","$21,316 ","$2,505,952 ","$7,099 ",122,"$2,563,722 ","$21,014 ","$1,030,115 ","$8,444 "
Georgia Southern University,139931,2011,348,"$11,212,578 ","$32,220 ","$8,175,756 ","$23,494 ","$2,551,135 ","$7,331 ",112,"$2,874,032 ","$25,661 ","$934,873 ","$8,347 "
Georgia Southern University,139931,2012,388,"$11,335,102 ","$29,214 ","$7,782,533 ","$20,058 ","$2,753,507 ","$7,097 ",126,"$3,745,578 ","$29,727 ","$1,101,117 ","$8,739 "
Georgia Southern University,139931,2013,387,"$13,200,750 ","$34,110 ","$8,320,670 ","$21,500 ","$3,124,274 ","$8,073 ",131,"$3,409,232 ","$26,025 ","$1,414,993 ","$10,801 "
Georgia Southern University,139931,2014,407,"$18,109,721 ","$44,496 ","$13,550,186 ","$33,293 ","$3,512,698 ","$8,631 ",135,"$4,240,723 ","$31,413 ","$1,247,103 ","$9,238 "
Georgia State University,139940,2005,235,"$7,127,697 ","$30,331 ","$5,762,846 ","$24,523 ","$1,200,078 ","$5,107 ",,,,,
Georgia State University,139940,2006,239,"$8,571,384 ","$35,864 ","$6,989,523 ","$29,245 ","$1,458,318 ","$6,102 ",,,,,
Georgia State University,139940,2007,234,"$10,757,078 ","$45,970 ","$9,629,178 ","$41,150 ","$1,660,940 ","$7,098 ",,,,,
Georgia State University,139940,2008,223,"$10,794,774 ","$48,407 ","$10,102,761 ","$45,304 ","$1,769,642 ","$7,936 ",,,,,
Georgia State University,139940,2009,236,"$13,533,032 ","$57,343 ","$15,079,206 ","$63,895 ","$2,941,273 ","$12,463 ",,,,,
Georgia State University,139940,2010,338,"$17,195,830 ","$50,875 ","$17,213,126 ","$50,926 ","$3,101,073 ","$9,175 ",,,,,
Georgia State University,139940,2011,353,"$23,135,282 ","$65,539 ","$19,402,447 ","$54,964 ","$3,642,995 ","$10,320 ",105,,,,
Georgia State University,139940,2012,399,"$25,943,332 ","$65,021 ","$21,269,972 ","$53,308 ","$4,097,117 ","$10,268 ",127,,,,
Georgia State University,139940,2013,370,"$27,261,115 ","$73,679 ","$22,603,029 ","$61,089 ","$4,422,554 ","$11,953 ",133,"$5,319,668 ","$39,998 ","$1,558,312 ","$11,717 "
Georgia State University,139940,2014,398,"$27,488,640 ","$69,067 ","$20,692,717 ","$51,992 ","$5,153,958 ","$12,950 ",155,"$6,494,315 ","$41,899 ","$2,048,063 ","$13,213 "
Grambling State University,159009,2005,269,"$5,250,749 ","$19,520 ","$3,077,425 ","$11,440 ","$1,035,330 ","$3,849 ",80,"$1,859,321 ","$23,242 ","$460,388 ","$5,755 "
Grambling State University,159009,2006,309,"$5,640,175 ","$18,253 ","$2,650,502 ","$8,578 ","$1,476,366 ","$4,778 ",77,"$2,198,536 ","$28,552 ","$660,455 ","$8,577 "
Grambling State University,159009,2007,412,"$5,944,670 ","$14,429 ","$2,861,835 ","$6,946 ","$1,543,150 ","$3,746 ",86,"$1,870,368 ","$21,748 ","$740,641 ","$8,612 "
Grambling State University,159009,2008,315,"$6,436,896 ","$20,435 ","$3,220,501 ","$10,224 ","$1,593,655 ","$5,059 ",95,"$2,251,475 ","$23,700 ","$769,290 ","$8,098 "
Grambling State University,159009,2009,249,"$6,409,143 ","$25,740 ","$3,999,965 ","$16,064 ","$1,472,635 ","$5,914 ",92,"$1,759,424 ","$19,124 ","$692,169 ","$7,524 "
Grambling State University,159009,2010,267,"$5,464,614 ","$20,467 ","$3,158,047 ","$11,828 ","$1,540,504 ","$5,770 ",88,"$1,675,232 ","$19,037 ","$779,584 ","$8,859 "
Grambling State University,159009,2011,252,"$6,212,914 ","$24,654 ","$2,890,963 ","$11,472 ","$1,751,579 ","$6,951 ",86,"$1,908,407 ","$22,191 ","$843,288 ","$9,806 "
Grambling State University,159009,2012,260,"$6,955,233 ","$26,751 ","$1,969,671 ","$7,576 ","$2,200,956 ","$8,465 ",84,"$2,485,600 ","$29,590 ","$1,037,619 ","$12,353 "
Grambling State University,159009,2013,224,"$7,846,537 ","$35,029 ","$3,633,769 ","$16,222 ","$1,843,656 ","$8,231 ",85,"$2,362,169 ","$27,790 ","$820,846 ","$9,657 "
Grambling State University,159009,2014,227,"$7,251,811 ","$31,946 ","$2,920,597 ","$12,866 ","$1,957,180 ","$8,622 ",85,"$2,678,308 ","$31,510 ","$884,340 ","$10,404 "
Idaho State University,142276,2005,317,"$7,872,156 ","$24,833 ","$5,622,150 ","$17,735 ","$1,877,841 ","$5,924 ",86,"$2,134,377 ","$24,818 ","$549,086 ","$6,385 "
Idaho State University,142276,2006,301,"$9,195,297 ","$30,549 ","$5,921,012 ","$19,671 ","$1,700,060 ","$5,648 ",92,"$2,321,302 ","$25,232 ","$559,444 ","$6,081 "
Idaho State University,142276,2007,295,"$10,263,462 ","$34,791 ","$5,967,252 ","$20,228 ","$1,893,777 ","$6,420 ",84,"$2,574,197 ","$30,645 ","$638,864 ","$7,606 "
Idaho State University,142276,2008,275,"$9,783,294 ","$35,576 ","$6,218,063 ","$22,611 ","$1,852,793 ","$6,737 ",87,"$2,694,337 ","$30,969 ","$586,154 ","$6,737 "
Idaho State University,142276,2009,255,"$9,938,706 ","$38,975 ","$6,730,797 ","$26,395 ","$1,970,112 ","$7,726 ",80,"$2,709,933 ","$33,874 ","$157,800 ","$1,973 "
Idaho State University,142276,2010,256,"$10,430,535 ","$40,744 ","$6,759,143 ","$26,403 ","$1,985,230 ","$7,755 ",81,"$3,001,474 ","$37,055 ","$709,323 ","$8,757 "
Idaho State University,142276,2011,261,"$10,802,675 ","$41,390 ","$6,853,854 ","$26,260 ","$2,077,963 ","$7,962 ",84,"$2,755,765 ","$32,807 ","$774,759 ","$9,223 "
Idaho State University,142276,2012,273,"$11,763,774 ","$43,091 ","$7,391,673 ","$27,076 ","$1,895,087 ","$6,942 ",81,"$2,880,264 ","$35,559 ","$673,697 ","$8,317 "
Idaho State University,142276,2013,298,"$11,547,220 ","$38,749 ","$7,421,156 ","$24,903 ","$2,007,012 ","$6,735 ",88,"$3,249,957 ","$36,931 ","$643,773 ","$7,316 "
Idaho State University,142276,2014,287,"$12,491,220 ","$43,523 ","$7,476,288 ","$26,050 ","$2,219,402 ","$7,733 ",83,"$3,226,813 ","$38,877 ","$764,479 ","$9,211 "
Illinois State University,145813,2005,380,"$9,514,664 ","$25,039 ","$5,626,437 ","$14,806 ","$1,890,095 ","$4,974 ",95,"$1,678,788 ","$17,671 ","$415,213 ","$4,371 "
Illinois State University,145813,2006,411,"$10,517,646 ","$25,590 ","$6,059,662 ","$14,744 ","$2,021,825 ","$4,919 ",105,"$1,834,482 ","$17,471 ","$442,344 ","$4,213 "
Illinois State University,145813,2007,416,"$12,382,213 ","$29,765 ","$7,431,173 ","$17,863 ","$2,163,957 ","$5,202 ",115,"$2,026,583 ","$17,622 ","$499,999 ","$4,348 "
Illinois State University,145813,2008,428,"$13,106,817 ","$30,623 ","$8,389,600 ","$19,602 ","$2,240,256 ","$5,234 ",106,"$2,202,038 ","$20,774 ","$535,490 ","$5,052 "
Illinois State University,145813,2009,433,"$14,873,144 ","$34,349 ","$9,371,667 ","$21,644 ","$2,622,369 ","$6,056 ",110,"$2,657,468 ","$24,159 ","$693,032 ","$6,300 "
Illinois State University,145813,2010,456,"$15,923,568 ","$34,920 ","$10,315,138 ","$22,621 ","$2,905,898 ","$6,373 ",110,"$2,794,844 ","$25,408 ","$765,531 ","$6,959 "
Illinois State University,145813,2011,441,"$16,603,093 ","$37,649 ","$10,954,765 ","$24,841 ","$3,121,503 ","$7,078 ",101,"$2,767,958 ","$27,406 ","$784,139 ","$7,764 "
Illinois State University,145813,2012,429,"$18,631,777 ","$43,431 ","$12,377,673 ","$28,852 ","$3,256,768 ","$7,592 ",104,"$3,320,123 ","$31,924 ","$786,873 ","$7,566 "
Illinois State University,145813,2013,415,"$19,567,197 ","$47,150 ","$12,743,793 ","$30,708 ","$3,382,758 ","$8,151 ",110,"$3,166,946 ","$28,790 ","$885,855 ","$8,053 "
Illinois State University,145813,2014,417,"$21,339,412 ","$51,174 ","$15,112,785 ","$36,242 ","$4,342,044 ","$10,413 ",103,"$3,645,897 ","$35,397 ","$1,118,747 ","$10,862 "
Indiana State University,151324,2005,327,"$8,762,377 ","$26,796 ","$5,912,907 ","$18,082 ","$1,859,984 ","$5,688 ",87,"$1,758,161 ","$20,209 ","$448,793 ","$5,159 "
Indiana State University,151324,2006,338,"$9,245,659 ","$27,354 ","$6,635,234 ","$19,631 ","$1,943,174 ","$5,749 ",86,"$1,944,744 ","$22,613 ","$461,477 ","$5,366 "
Indiana State University,151324,2007,356,"$9,457,619 ","$26,566 ","$6,890,583 ","$19,356 ","$2,040,153 ","$5,731 ",95,"$1,861,458 ","$19,594 ","$451,123 ","$4,749 "
Indiana State University,151324,2008,311,"$10,508,870 ","$33,791 ","$7,727,026 ","$24,846 ","$2,048,004 ","$6,585 ",90,"$2,218,743 ","$24,653 ","$571,995 ","$6,356 "
Indiana State University,151324,2009,354,"$10,730,895 ","$30,313 ","$7,953,084 ","$22,466 ","$2,199,485 ","$6,213 ",83,"$2,147,939 ","$25,879 ","$491,953 ","$5,927 "
Indiana State University,151324,2010,330,"$10,669,985 ","$32,333 ","$7,607,790 ","$23,054 ","$2,247,376 ","$6,810 ",90,"$2,736,965 ","$30,411 ","$512,044 ","$5,689 "
Indiana State University,151324,2011,312,"$11,552,350 ","$37,027 ","$8,303,684 ","$26,614 ","$2,350,456 ","$7,534 ",89,"$2,849,544 ","$32,017 ","$639,628 ","$7,187 "
Indiana State University,151324,2012,346,"$13,264,965 ","$38,338 ","$9,621,969 ","$27,809 ","$2,598,616 ","$7,510 ",89,"$3,406,573 ","$38,276 ","$719,979 ","$8,090 "
Indiana State University,151324,2013,337,"$12,578,396 ","$37,325 ","$9,518,604 ","$28,245 ","$2,804,840 ","$8,323 ",98,"$3,299,555 ","$33,669 ","$754,136 ","$7,695 "
Indiana State University,151324,2014,352,"$13,727,928 ","$39,000 ","$10,075,797 ","$28,624 ","$2,996,222 ","$8,512 ",95,"$3,622,065 ","$38,127 ","$823,834 ","$8,672 "
Indiana University-Bloomington,151351,2005,643,"$38,805,232 ","$60,350 ","$1,700,460 ","$2,645 ","$7,599,832 ","$11,819 ",115,"$10,291,799 ","$89,494 ","$2,501,755 ","$21,754 "
Indiana University-Bloomington,151351,2006,646,"$41,434,508 ","$64,140 ","$3,030,370 ","$4,691 ","$7,369,012 ","$11,407 ",108,"$10,821,156 ","$100,196 ","$2,159,417 ","$19,995 "
Indiana University-Bloomington,151351,2007,633,"$43,212,993 ","$68,267 ","$1,898,847 ","$3,000 ","$8,328,602 ","$13,157 ",110,"$10,499,371 ","$95,449 ","$2,318,537 ","$21,078 "
Indiana University-Bloomington,151351,2008,603,"$50,920,826 ","$84,446 ","$1,426,911 ","$2,366 ","$9,415,771 ","$15,615 ",109,"$12,636,044 ","$115,927 ","$2,501,535 ","$22,950 "
Indiana University-Bloomington,151351,2009,654,"$55,652,636 ","$85,096 ","$1,862,569 ","$2,848 ","$10,333,148 ","$15,800 ",107,"$11,947,990 ","$111,663 ","$2,578,098 ","$24,094 "
Indiana University-Bloomington,151351,2010,643,"$65,796,415 ","$102,327 ","$2,382,515 ","$3,705 ","$10,806,180 ","$16,806 ",107,"$12,934,511 ","$120,883 ","$2,629,416 ","$24,574 "
Indiana University-Bloomington,151351,2011,634,"$69,314,511 ","$109,329 ","$2,686,769 ","$4,238 ","$12,388,690 ","$19,541 ",109,"$16,264,177 ","$149,213 ","$3,768,724 ","$34,575 "
Indiana University-Bloomington,151351,2012,635,"$69,915,060 ","$110,102 ","$2,782,080 ","$4,381 ","$13,385,988 ","$21,080 ",106,"$16,156,689 ","$152,422 ","$4,438,013 ","$41,868 "
Indiana University-Bloomington,151351,2013,661,"$72,597,053 ","$109,829 ","$2,561,958 ","$3,876 ","$14,427,157 ","$21,826 ",134,"$16,063,409 ","$119,876 ","$4,555,193 ","$33,994 "
Indiana University-Bloomington,151351,2014,662,"$80,386,732 ","$121,430 ","$3,008,362 ","$4,544 ","$15,569,609 ","$23,519 ",136,"$17,829,682 ","$131,101 ","$4,709,440 ","$34,628 "
Indiana University-Purdue University-Fort Wayne,151102,2005,209,"$4,124,249 ","$19,733 ","$2,495,550 ","$11,940 ","$623,633 ","$2,984 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2006,211,"$4,450,180 ","$21,091 ","$2,642,360 ","$12,523 ","$550,353 ","$2,608 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2007,215,"$4,987,256 ","$23,197 ","$3,323,839 ","$15,460 ","$591,678 ","$2,752 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2008,230,"$5,759,596 ","$25,042 ","$3,715,147 ","$16,153 ","$691,985 ","$3,009 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2009,219,"$6,085,456 ","$27,787 ","$4,445,755 ","$20,300 ","$794,850 ","$3,629 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2010,233,"$6,417,017 ","$27,541 ","$4,584,508 ","$19,676 ","$838,946 ","$3,601 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2011,235,"$6,786,352 ","$28,878 ","$5,205,373 ","$22,151 ","$902,008 ","$3,838 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2012,227,"$7,088,525 ","$31,227 ","$5,280,864 ","$23,264 ","$945,300 ","$4,164 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2013,242,"$7,546,796 ","$31,185 ","$6,104,406 ","$25,225 ","$1,006,644 ","$4,160 ",,,,,
Indiana University-Purdue University-Fort Wayne,151102,2014,258,"$7,629,868 ","$29,573 ","$5,428,905 ","$21,042 ","$972,660 ","$3,770 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2005,210,,,,,,,,,,,
Indiana University-Purdue University-Indianapolis,151111,2006,235,"$3,978,046 ","$16,928 ","$3,247,467 ","$13,819 ","$876,869 ","$3,731 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2007,212,"$4,376,012 ","$20,642 ","$3,743,998 ","$17,660 ","$942,129 ","$4,444 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2008,236,"$5,059,998 ","$21,441 ","$4,377,749 ","$18,550 ","$1,045,419 ","$4,430 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2009,244,"$5,530,418 ","$22,666 ","$4,864,451 ","$19,936 ","$1,207,371 ","$4,948 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2010,246,"$5,927,861 ","$24,097 ","$4,972,282 ","$20,213 ","$1,305,858 ","$5,308 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2011,211,"$6,472,226 ","$30,674 ","$5,747,639 ","$27,240 ","$1,341,495 ","$6,358 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2012,230,"$7,019,556 ","$30,520 ","$6,150,231 ","$26,740 ","$1,331,676 ","$5,790 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2013,238,"$7,277,608 ","$30,578 ","$6,443,593 ","$27,074 ","$1,428,913 ","$6,004 ",,,,,
Indiana University-Purdue University-Indianapolis,151111,2014,250,"$8,350,718 ","$33,403 ","$7,184,587 ","$28,738 ","$1,820,813 ","$7,283 ",,,,,
Iowa State University,153603,2005,411,"$28,227,582 ","$68,680 ","$3,765,157 ","$9,161 ","$6,123,932 ","$14,900 ",133,"$7,160,617 ","$53,839 ","$2,564,024 ","$19,278 "
Iowa State University,153603,2006,433,"$33,341,962 ","$77,002 ","$3,913,261 ","$9,038 ","$6,551,107 ","$15,130 ",142,"$9,032,493 ","$63,609 ","$2,678,472 ","$18,862 "
Iowa State University,153603,2007,435,"$42,123,353 ","$96,835 ","$3,986,574 ","$9,165 ","$6,718,913 ","$15,446 ",135,"$11,447,581 ","$84,797 ","$2,689,825 ","$19,925 "
Iowa State University,153603,2008,418,"$38,642,012 ","$92,445 ","$4,051,768 ","$9,693 ","$7,005,775 ","$16,760 ",124,"$9,833,299 ","$79,301 ","$2,791,971 ","$22,516 "
Iowa State University,153603,2009,451,"$45,768,048 ","$101,481 ","$4,801,811 ","$10,647 ","$7,203,169 ","$15,972 ",125,"$14,404,273 ","$115,234 ","$2,697,541 ","$21,580 "
Iowa State University,153603,2010,440,"$46,656,014 ","$106,036 ","$3,537,271 ","$8,039 ","$7,553,372 ","$17,167 ",122,"$13,368,441 ","$109,577 ","$2,848,742 ","$23,350 "
