Data,IPEDS ID,Year,Unduplicated Athletes,Total Athletic Spending,Athletic Spending per Athlete,Total Institutional Funding for Athletics,Institutional Funding for Athletics per Athlete,Total Coaching Salaries,Coaching Salaries per Athlete,Football Players,Total Football Spending,Football Spending per Football Player,Total Football Coaching Salaries,Football Coaching Salaries per Football Player
Alabama A & M University,100654,2005,303,"$4,370,215 ","$14,423 ","$735,888 ","$2,429 ","$1,060,948 ","$3,501 ",94,"$1,449,620 ","$15,421 ","$418,314 ","$4,450 "
Alabama A & M University,100654,2006,281,"$7,811,439 ","$27,799 ","$8,235,742 ","$29,309 ","$1,483,077 ","$5,278 ",76,"$1,697,310 ","$22,333 ","$624,108 ","$8,212 "
Alabama A & M University,100654,2007,278,"$5,355,699 ","$19,265 ","$5,366,192 ","$19,303 ","$1,795,298 ","$6,458 ",96,"$1,760,048 ","$18,334 ","$748,500 ","$7,797 "
Alabama A & M University,100654,2008,285,"$6,368,280 ","$22,345 ","$5,705,289 ","$20,019 ","$1,683,784 ","$5,908 ",100,"$2,175,301 ","$21,753 ","$778,500 ","$7,785 "
Alabama A & M University,100654,2009,281,"$6,641,301 ","$23,635 ","$6,848,160 ","$24,371 ","$1,683,784 ","$5,992 ",99,"$2,092,581 ","$21,137 ","$778,500 ","$7,864 "
Alabama A & M University,100654,2010,239,"$6,560,208 ","$27,449 ","$4,435,234 ","$18,557 ","$1,478,326 ","$6,185 ",79,"$2,088,619 ","$26,438 ","$695,891 ","$8,809 "
Alabama A & M University,100654,2011,247,"$6,980,583 ","$28,261 ","$4,513,325 ","$18,273 ","$1,421,107 ","$5,753 ",85,"$2,076,195 ","$24,426 ","$551,499 ","$6,488 "
Alabama A & M University,100654,2012,258,"$6,604,394 ","$25,598 ","$3,742,114 ","$14,504 ","$1,297,928 ","$5,031 ",79,"$2,410,985 ","$30,519 ","$642,010 ","$8,127 "
Alabama A & M University,100654,2013,158,"$7,349,658 ","$46,517 ","$5,396,160 ","$34,153 ","$1,420,292 ","$8,989 ",82,"$2,259,042 ","$27,549 ","$679,102 ","$8,282 "
Alabama A & M University,100654,2014,266,"$7,240,911 ","$27,221 ","$7,342,671 ","$27,604 ","$1,741,426 ","$6,547 ",90,"$2,655,149 ","$29,502 ","$852,599 ","$9,473 "
Alabama State University,100724,2005,250,"$5,622,494 ","$22,490 ","$4,117,066 ","$16,468 ","$1,450,932 ","$5,804 ",85,"$1,806,276 ","$21,250 ","$593,148 ","$6,978 "
Alabama State University,100724,2006,247,"$5,155,421 ","$20,872 ","$4,492,131 ","$18,187 ","$1,272,282 ","$5,151 ",82,"$1,613,783 ","$19,680 ","$539,908 ","$6,584 "
Alabama State University,100724,2007,227,"$6,048,175 ","$26,644 ","$4,812,032 ","$21,198 ","$1,463,819 ","$6,449 ",85,"$1,803,908 ","$21,222 ","$577,318 ","$6,792 "
Alabama State University,100724,2008,270,"$7,194,226 ","$26,645 ","$5,359,929 ","$19,852 ","$1,592,924 ","$5,900 ",84,"$2,208,055 ","$26,286 ","$619,318 ","$7,373 "
Alabama State University,100724,2009,270,"$8,455,982 ","$31,318 ","$6,255,130 ","$23,167 ","$1,575,651 ","$5,836 ",97,"$2,598,374 ","$26,787 ","$618,998 ","$6,381 "
Alabama State University,100724,2010,313,"$9,046,867 ","$28,904 ","$6,919,753 ","$22,108 ","$1,572,400 ","$5,024 ",125,"$2,483,508 ","$19,868 ","$672,527 ","$5,380 "
Alabama State University,100724,2011,271,"$10,614,081 ","$39,166 ","$8,084,904 ","$29,834 ","$2,338,153 ","$8,628 ",80,"$2,732,366 ","$34,155 ","$853,675 ","$10,671 "
Alabama State University,100724,2012,266,"$11,718,348 ","$44,054 ","$9,357,157 ","$35,177 ","$2,650,605 ","$9,965 ",79,"$2,815,831 ","$35,643 ","$878,352 ","$11,118 "
Alabama State University,100724,2013,264,"$14,145,373 ","$53,581 ","$12,174,670 ","$46,116 ","$2,890,439 ","$10,949 ",79,"$3,313,291 ","$41,940 ","$1,031,073 ","$13,052 "
Alabama State University,100724,2014,317,"$14,070,309 ","$44,386 ","$10,750,355 ","$33,913 ","$2,844,014 ","$8,972 ",85,"$3,069,104 ","$36,107 ","$855,279 ","$10,062 "
Alcorn State University,175342,2005,275,,,,,,,90,,,,
Alcorn State University,175342,2006,269,"$4,109,366 ","$15,276 ","$3,887,057 ","$14,450 ","$446,598 ","$1,660 ",92,"$1,247,470 ","$13,559 ","$151,490 ","$1,647 "
Alcorn State University,175342,2007,251,"$4,077,980 ","$16,247 ","$3,280,715 ","$13,071 ","$579,377 ","$2,308 ",74,"$1,010,499 ","$13,655 ","$224,364 ","$3,032 "
Alcorn State University,175342,2008,266,"$2,563,955 ","$9,639 ","$2,609,642 ","$9,811 ","$278,305 ","$1,046 ",83,"$827,226 ","$9,967 ","$87,929 ","$1,059 "
Alcorn State University,175342,2009,232,"$4,942,041 ","$21,302 ","$3,116,600 ","$13,434 ","$1,090,679 ","$4,701 ",77,"$1,507,188 ","$19,574 ","$502,936 ","$6,532 "
Alcorn State University,175342,2010,227,"$5,520,118 ","$24,318 ","$3,777,084 ","$16,639 ","$1,272,278 ","$5,605 ",72,"$1,660,469 ","$23,062 ","$595,745 ","$8,274 "
Alcorn State University,175342,2011,228,"$5,576,931 ","$24,460 ","$4,160,650 ","$18,248 ","$1,354,908 ","$5,943 ",78,"$1,409,700 ","$18,073 ","$555,975 ","$7,128 "
Alcorn State University,175342,2012,227,"$6,327,227 ","$27,873 ","$4,160,650 ","$18,329 ","$1,224,378 ","$5,394 ",77,"$1,687,103 ","$21,910 ","$541,000 ","$7,026 "
Alcorn State University,175342,2013,230,"$6,042,709 ","$26,273 ","$7,501,398 ","$32,615 ","$1,443,317 ","$6,275 ",76,"$2,080,427 ","$27,374 ","$593,092 ","$7,804 "
Alcorn State University,175342,2014,242,"$6,601,425 ","$27,279 ","$5,329,700 ","$22,024 ","$1,123,818 ","$4,644 ",75,"$2,277,725 ","$30,370 ","$510,000 ","$6,800 "
Appalachian State University,197869,2005,456,"$8,011,932 ","$17,570 ","$4,859,501 ","$10,657 ","$1,863,587 ","$4,087 ",90,"$1,922,321 ","$21,359 ","$527,997 ","$5,867 "
Appalachian State University,197869,2006,459,"$9,042,340 ","$19,700 ","$5,000,731 ","$10,895 ","$2,132,586 ","$4,646 ",116,"$2,153,228 ","$18,562 ","$583,785 ","$5,033 "
Appalachian State University,197869,2007,427,"$10,513,168 ","$24,621 ","$6,351,106 ","$14,874 ","$2,290,210 ","$5,363 ",95,"$2,199,967 ","$23,158 ","$703,465 ","$7,405 "
Appalachian State University,197869,2008,463,"$13,687,188 ","$29,562 ","$7,799,500 ","$16,846 ","$2,965,514 ","$6,405 ",105,"$3,696,405 ","$35,204 ","$953,943 ","$9,085 "
Appalachian State University,197869,2009,449,"$15,785,349 ","$35,157 ","$8,937,557 ","$19,905 ","$3,305,658 ","$7,362 ",97,"$3,574,933 ","$36,855 ","$980,956 ","$10,113 "
Appalachian State University,197869,2010,482,"$16,185,310 ","$33,579 ","$8,735,090 ","$18,123 ","$3,229,016 ","$6,699 ",111,"$3,873,051 ","$34,892 ","$976,454 ","$8,797 "
Appalachian State University,197869,2011,462,"$15,454,170 ","$33,451 ","$8,886,750 ","$19,235 ","$3,325,949 ","$7,199 ",96,"$3,995,833 ","$41,623 ","$984,484 ","$10,255 "
Appalachian State University,197869,2012,476,"$17,238,578 ","$36,216 ","$10,244,355 ","$21,522 ","$3,348,753 ","$7,035 ",115,"$4,130,232 ","$35,915 ","$1,048,723 ","$9,119 "
Appalachian State University,197869,2013,463,"$21,395,675 ","$46,211 ","$10,351,540 ","$22,358 ","$4,170,127 ","$9,007 ",110,"$5,028,787 ","$45,716 ","$1,499,414 ","$13,631 "
Appalachian State University,197869,2014,484,"$19,320,283 ","$39,918 ","$10,283,987 ","$21,248 ","$4,010,565 ","$8,286 ",115,"$5,021,668 ","$43,667 ","$1,279,519 ","$11,126 "
Arizona State University,104151,2005,531,"$39,749,018 ","$74,857 ","$10,195,482 ","$19,201 ","$7,146,830 ","$13,459 ",108,"$10,584,738 ","$98,007 ","$2,428,340 ","$22,485 "
Arizona State University,104151,2006,531,"$48,897,603 ","$92,086 ","$11,539,986 ","$21,733 ","$7,884,260 ","$14,848 ",116,"$14,631,191 ","$126,131 ","$2,721,364 ","$23,460 "
Arizona State University,104151,2007,533,"$54,832,410 ","$102,875 ","$16,852,246 ","$31,618 ","$9,079,318 ","$17,034 ",120,"$18,702,358 ","$155,853 ","$3,329,366 ","$27,745 "
Arizona State University,104151,2008,517,"$54,296,003 ","$105,021 ","$11,678,755 ","$22,589 ","$10,213,939 ","$19,756 ",129,"$18,515,792 ","$143,533 ","$3,900,762 ","$30,238 "
Arizona State University,104151,2009,518,"$53,032,149 ","$102,379 ","$8,416,921 ","$16,249 ","$10,132,711 ","$19,561 ",115,"$17,278,227 ","$150,245 ","$3,626,896 ","$31,538 "
Arizona State University,104151,2010,521,"$57,905,546 ","$111,143 ","$10,349,536 ","$19,865 ","$10,641,906 ","$20,426 ",115,"$18,084,699 ","$157,258 ","$3,764,934 ","$32,739 "
Arizona State University,104151,2011,517,"$57,080,884 ","$110,408 ","$10,660,952 ","$20,621 ","$10,699,714 ","$20,696 ",119,"$16,608,509 ","$139,567 ","$3,607,121 ","$30,312 "
Arizona State University,104151,2012,518,"$65,587,903 ","$126,618 ","$10,343,841 ","$19,969 ","$11,717,658 ","$22,621 ",123,"$24,541,562 ","$199,525 ","$4,531,989 ","$36,845 "
Arizona State University,104151,2013,481,"$65,600,187 ","$136,383 ","$10,120,409 ","$21,040 ","$13,608,615 ","$28,292 ",112,"$23,582,003 ","$210,554 ","$5,915,554 ","$52,817 "
Arizona State University,104151,2014,488,"$74,553,104 ","$152,773 ","$10,073,205 ","$20,642 ","$16,713,127 ","$34,248 ",116,"$27,869,848 ","$240,257 ","$7,588,278 ","$65,416 "
Arkansas State University,106458,2005,336,"$9,424,316 ","$28,049 ","$3,084,406 ","$9,180 ","$1,974,202 ","$5,876 ",136,"$2,963,601 ","$21,791 ","$797,419 ","$5,863 "
Arkansas State University,106458,2006,353,"$10,416,949 ","$29,510 ","$3,376,223 ","$9,564 ","$2,480,031 ","$7,026 ",133,"$3,722,632 ","$27,990 ","$1,112,253 ","$8,363 "
Arkansas State University,106458,2007,334,"$10,392,939 ","$31,117 ","$3,330,870 ","$9,973 ","$2,515,350 ","$7,531 ",112,"$3,695,679 ","$32,997 ","$1,055,652 ","$9,425 "
Arkansas State University,106458,2008,318,"$10,388,098 ","$32,667 ","$3,329,116 ","$10,469 ","$2,452,978 ","$7,714 ",121,"$3,629,238 ","$29,994 ",,
Arkansas State University,106458,2009,303,"$11,051,532 ","$36,474 ","$4,790,518 ","$15,810 ","$2,054,015 ","$6,779 ",109,"$3,780,308 ","$34,682 ","$894,920 ","$8,210 "
Arkansas State University,106458,2010,319,"$13,332,956 ","$41,796 ","$3,957,493 ","$12,406 ","$3,338,898 ","$10,467 ",117,"$4,183,536 ","$35,757 ","$1,110,998 ","$9,496 "
Arkansas State University,106458,2011,323,"$13,374,507 ","$41,407 ","$7,770,368 ","$24,057 ","$2,767,091 ","$8,567 ",123,"$4,785,705 ","$38,908 ","$1,316,145 ","$10,700 "
Arkansas State University,106458,2012,334,"$15,307,308 ","$45,830 ","$8,945,464 ","$26,783 ","$3,208,770 ","$9,607 ",122,"$5,299,557 ","$43,439 ","$1,420,950 ","$11,647 "
Arkansas State University,106458,2013,354,"$16,281,038 ","$45,992 ","$9,323,491 ","$26,338 ","$3,727,281 ","$10,529 ",122,"$6,319,206 ","$51,797 ","$1,608,004 ","$13,180 "
Arkansas State University,106458,2014,341,"$20,151,793 ","$59,096 ","$10,642,341 ","$31,209 ","$3,762,577 ","$11,034 ",120,"$7,589,999 ","$63,250 ","$1,836,462 ","$15,304 "
Auburn University,100858,2005,485,"$61,314,114 ","$126,421 ","$982,349 ","$2,025 ","$9,698,471 ","$19,997 ",121,"$20,171,530 ","$166,707 ","$4,943,375 ","$40,854 "
Auburn University,100858,2006,481,"$63,249,119 ","$131,495 ","$922,248 ","$1,917 ","$10,270,828 ","$21,353 ",122,"$18,197,817 ","$149,162 ","$5,150,724 ","$42,219 "
Auburn University,100858,2007,476,"$68,910,465 ","$144,770 ","$4,948,204 ","$10,395 ","$10,905,708 ","$22,911 ",117,"$22,953,259 ","$196,182 ","$5,447,556 ","$46,560 "
Auburn University,100858,2008,479,"$69,841,200 ","$145,806 ","$5,195,136 ","$10,846 ","$11,330,594 ","$23,655 ",120,"$23,177,807 ","$193,148 ","$5,633,433 ","$46,945 "
Auburn University,100858,2009,474,"$85,480,343 ","$180,338 ","$5,228,989 ","$11,032 ","$11,930,855 ","$25,171 ",125,"$28,801,870 ","$230,415 ","$5,421,906 ","$43,375 "
Auburn University,100858,2010,477,"$90,908,902 ","$190,585 ","$5,261,604 ","$11,031 ","$13,928,324 ","$29,200 ",121,"$27,911,717 ","$230,675 ","$6,526,340 ","$53,937 "
Auburn University,100858,2011,474,"$100,497,784 ","$212,021 ","$4,307,040 ","$9,087 ","$19,795,958 ","$41,764 ",120,"$39,069,675 ","$325,581 ","$11,362,515 ","$94,688 "
Auburn University,100858,2012,478,"$96,315,831 ","$201,498 ","$4,216,608 ","$8,821 ","$17,670,721 ","$36,968 ",122,"$33,334,594 ","$273,234 ","$9,260,729 ","$75,908 "
Auburn University,100858,2013,503,"$103,126,413 ","$205,023 ","$4,315,584 ","$8,580 ","$16,899,520 ","$33,597 ",121,"$36,306,282 ","$300,052 ","$8,635,501 ","$71,368 "
Auburn University,100858,2014,507,"$126,470,602 ","$249,449 ","$4,384,800 ","$8,649 ","$20,371,279 ","$40,180 ",123,"$49,639,258 ","$403,571 ","$10,470,552 ","$85,126 "
Austin Peay State University,219602,2005,260,"$4,318,435 ","$16,609 ","$3,328,042 ","$12,800 ","$1,084,668 ","$4,172 ",85,"$384,042 ","$4,518 ","$238,300 ","$2,804 "
Austin Peay State University,219602,2006,290,"$4,845,845 ","$16,710 ","$3,832,593 ","$13,216 ","$1,054,876 ","$3,638 ",102,"$464,041 ","$4,549 ","$225,968 ","$2,215 "
Austin Peay State University,219602,2007,269,"$5,484,588 ","$20,389 ","$4,068,166 ","$15,123 ","$1,177,708 ","$4,378 ",93,"$797,439 ","$8,575 ","$301,179 ","$3,238 "
Austin Peay State University,219602,2008,275,"$6,541,585 ","$23,788 ","$5,215,993 ","$18,967 ","$1,415,902 ","$5,149 ",94,"$1,178,729 ","$12,540 ","$393,857 ","$4,190 "
Austin Peay State University,219602,2009,270,"$7,398,004 ","$27,400 ","$5,722,261 ","$21,194 ","$1,458,281 ","$5,401 ",91,"$1,624,343 ","$17,850 ","$446,810 ","$4,910 "
Austin Peay State University,219602,2010,281,"$7,203,428 ","$25,635 ","$5,864,995 ","$20,872 ","$1,439,021 ","$5,121 ",90,"$1,575,685 ","$17,508 ","$434,526 ","$4,828 "
Austin Peay State University,219602,2011,266,"$8,850,462 ","$33,272 ","$6,345,918 ","$23,857 ","$1,629,060 ","$6,124 ",81,"$1,779,816 ","$21,973 ","$453,544 ","$5,599 "
Austin Peay State University,219602,2012,273,"$9,622,460 ","$35,247 ","$6,975,726 ","$25,552 ","$1,897,435 ","$6,950 ",92,"$1,903,545 ","$20,691 ","$516,977 ","$5,619 "
Austin Peay State University,219602,2013,276,"$9,854,277 ","$35,704 ","$7,339,194 ","$26,591 ","$1,924,240 ","$6,972 ",101,"$2,058,474 ","$20,381 ","$542,255 ","$5,369 "
Austin Peay State University,219602,2014,289,"$12,698,929 ","$43,941 ","$7,954,748 ","$27,525 ","$2,259,674 ","$7,819 ",93,"$2,614,342 ","$28,111 ","$573,987 ","$6,172 "
Ball State University,150136,2005,412,"$14,803,177 ","$35,930 ","$10,513,606 ","$25,518 ","$3,111,336 ","$7,552 ",105,"$4,019,809 ","$38,284 ",,
Ball State University,150136,2006,422,"$16,189,583 ","$38,364 ","$10,608,856 ","$25,139 ","$3,412,399 ","$8,086 ",110,"$4,325,954 ","$39,327 ","$1,005,297 ","$9,139 "
Ball State University,150136,2007,418,"$17,144,947 ","$41,017 ","$11,537,512 ","$27,602 ","$3,437,963 ","$8,225 ",114,"$4,716,672 ","$41,374 ","$1,043,478 ","$9,153 "
Ball State University,150136,2008,420,"$19,441,780 ","$46,290 ","$10,042,675 ","$23,911 ","$4,582,390 ","$10,910 ",104,"$4,930,653 ","$47,410 ","$1,088,925 ","$10,470 "
Ball State University,150136,2009,435,"$19,616,773 ","$45,096 ","$15,140,005 ","$34,805 ","$4,371,472 ","$10,049 ",113,"$5,359,790 ","$47,432 ","$1,581,837 ","$13,999 "
Ball State University,150136,2010,437,"$17,347,944 ","$39,698 ","$14,793,239 ","$33,852 ","$4,090,285 ","$9,360 ",113,"$5,154,426 ","$45,614 ","$1,361,320 ","$12,047 "
Ball State University,150136,2011,437,"$19,506,118 ","$44,636 ","$14,862,115 ","$34,009 ","$4,075,945 ","$9,327 ",112,"$5,489,370 ","$49,012 ","$1,350,061 ","$12,054 "
Ball State University,150136,2012,450,"$20,174,709 ","$44,833 ","$14,473,976 ","$32,164 ","$4,366,015 ","$9,702 ",130,"$5,673,718 ","$43,644 ","$1,434,746 ","$11,037 "
Ball State University,150136,2013,415,"$22,727,145 ","$54,764 ","$15,946,549 ","$38,425 ","$4,817,146 ","$11,608 ",116,"$6,456,670 ","$55,661 ","$1,655,028 ","$14,267 "
Ball State University,150136,2014,451,"$25,245,450 ","$55,977 ","$17,397,330 ","$38,575 ","$4,814,904 ","$10,676 ",126,"$6,833,612 ","$54,235 ","$1,698,141 ","$13,477 "
"Binghamton University, The State University of New York",196079,2005,352,"$12,999,999 ","$36,932 ","$11,047,223 ","$31,384 ","$1,962,402 ","$5,575 ",,,,,
"Binghamton University, The State University of New York",196079,2006,374,"$14,013,576 ","$37,469 ","$11,843,263 ","$31,666 ","$2,154,537 ","$5,761 ",,,,,
"Binghamton University, The State University of New York",196079,2007,381,"$15,998,149 ","$41,990 ","$14,119,412 ","$37,059 ","$2,402,907 ","$6,307 ",,,,,
"Binghamton University, The State University of New York",196079,2008,455,"$17,731,622 ","$38,971 ","$14,849,252 ","$32,636 ","$2,622,260 ","$5,763 ",,,,,
"Binghamton University, The State University of New York",196079,2009,466,"$18,316,405 ","$39,306 ","$15,914,592 ","$34,151 ","$2,793,812 ","$5,995 ",,,,,
"Binghamton University, The State University of New York",196079,2010,456,"$12,488,686 ","$27,387 ","$10,116,638 ","$22,186 ","$1,809,478 ","$3,968 ",,,,,
"Binghamton University, The State University of New York",196079,2011,431,"$13,944,961 ","$32,355 ","$10,688,633 ","$24,800 ","$1,888,393 ","$4,381 ",,,,,
"Binghamton University, The State University of New York",196079,2012,447,"$13,874,420 ","$31,039 ","$10,636,824 ","$23,796 ","$2,109,817 ","$4,720 ",,,,,
"Binghamton University, The State University of New York",196079,2013,445,"$14,459,595 ","$32,493 ","$11,401,072 ","$25,620 ","$2,201,604 ","$4,947 ",,,,,
"Binghamton University, The State University of New York",196079,2014,423,"$14,806,604 ","$35,004 ","$12,269,494 ","$29,006 ","$2,228,805 ","$5,269 ",,,,,
Boise State University,142115,2005,333,"$16,852,312 ","$50,608 ","$6,466,612 ","$19,419 ","$3,871,151 ","$11,625 ",108,"$5,167,351 ","$47,846 ","$1,806,654 ","$16,728 "
Boise State University,142115,2006,325,"$20,666,105 ","$63,588 ","$8,044,294 ","$24,752 ","$4,345,775 ","$13,372 ",102,"$4,707,854 ","$46,155 ","$1,672,462 ","$16,397 "
Boise State University,142115,2007,334,"$25,275,959 ","$75,677 ","$9,179,932 ","$27,485 ","$5,510,610 ","$16,499 ",105,"$9,799,279 ","$93,326 ","$2,841,462 ","$27,062 "
Boise State University,142115,2008,375,"$25,607,867 ","$68,288 ","$9,149,761 ","$24,399 ","$5,567,383 ","$14,846 ",102,"$7,403,569 ","$72,584 ","$2,921,614 ","$28,643 "
Boise State University,142115,2009,407,"$30,207,049 ","$74,219 ","$9,849,673 ","$24,201 ","$5,900,741 ","$14,498 ",105,"$6,781,463 ","$64,585 ","$2,773,209 ","$26,412 "
Boise State University,142115,2010,425,"$36,655,700 ","$86,249 ","$10,657,075 ","$25,075 ","$7,735,919 ","$18,202 ",106,"$16,629,745 ","$156,884 ","$4,357,048 ","$41,104 "
Boise State University,142115,2011,434,"$37,293,281 ","$85,929 ","$10,525,574 ","$24,252 ","$8,106,760 ","$18,679 ",107,"$14,827,673 ","$138,576 ","$3,939,019 ","$36,813 "
Boise State University,142115,2012,436,"$43,172,225 ","$99,019 ","$10,841,023 ","$24,865 ","$8,512,642 ","$19,524 ",107,"$18,084,752 ","$169,016 ","$4,362,690 ","$40,773 "
Boise State University,142115,2013,438,"$43,292,010 ","$98,840 ","$11,496,954 ","$26,249 ","$9,457,314 ","$21,592 ",105,"$15,208,683 ","$144,845 ","$5,034,952 ","$47,952 "
Boise State University,142115,2014,411,"$45,680,801 ","$111,146 ","$11,799,384 ","$28,709 ","$8,649,417 ","$21,045 ",102,"$19,065,541 ","$186,917 ","$4,891,141 ","$47,952 "
Bowling Green State University,201441,2005,409,"$16,411,529 ","$40,126 ","$10,061,365 ","$24,600 ","$2,789,826 ","$6,821 ",102,"$4,022,640 ","$39,438 ","$904,332 ","$8,866 "
Bowling Green State University,201441,2006,388,"$17,200,166 ","$44,330 ","$8,773,062 ","$22,611 ","$2,934,875 ","$7,564 ",101,"$3,763,278 ","$37,260 ",,
Bowling Green State University,201441,2007,400,"$17,132,784 ","$42,832 ","$10,628,435 ","$26,571 ","$3,287,864 ","$8,220 ",105,"$3,949,669 ","$37,616 ","$1,133,974 ","$10,800 "
Bowling Green State University,201441,2008,411,"$17,789,360 ","$43,283 ","$10,971,257 ","$26,694 ","$3,495,931 ","$8,506 ",106,"$4,440,092 ","$41,888 ","$1,074,162 ","$10,134 "
Bowling Green State University,201441,2009,404,"$18,138,104 ","$44,896 ","$11,914,690 ","$29,492 ","$3,779,236 ","$9,355 ",101,"$4,316,795 ","$42,741 ","$1,510,083 ","$14,951 "
Bowling Green State University,201441,2010,386,"$17,850,240 ","$46,244 ","$11,588,172 ","$30,021 ","$3,839,743 ","$9,948 ",105,"$4,321,823 ","$41,160 ","$1,281,679 ","$12,206 "
Bowling Green State University,201441,2011,411,"$18,031,088 ","$43,871 ","$12,851,915 ","$31,270 ","$3,792,853 ","$9,228 ",105,"$4,920,850 ","$46,865 ",,
Bowling Green State University,201441,2012,437,"$18,387,277 ","$42,076 ","$14,486,995 ","$33,151 ","$4,352,340 ","$9,960 ",105,"$4,880,738 ","$46,483 ","$1,562,231 ","$14,878 "
Bowling Green State University,201441,2013,387,"$20,701,488 ","$53,492 ","$14,316,811 ","$36,994 ","$4,168,964 ","$10,773 ",105,"$5,732,183 ","$54,592 ","$1,585,651 ","$15,101 "
Bowling Green State University,201441,2014,398,"$23,306,965 ","$58,560 ","$14,722,441 ","$36,991 ","$4,721,086 ","$11,862 ",104,"$5,894,344 ","$56,676 ","$1,809,392 ","$17,398 "
California Polytechnic State University-San Luis Obispo,110422,2005,476,"$11,418,668 ","$23,989 ","$9,459,334 ","$19,873 ","$2,805,482 ","$5,894 ",87,"$1,828,738 ","$21,020 ","$614,102 ","$7,059 "
California Polytechnic State University-San Luis Obispo,110422,2006,464,"$13,037,698 ","$28,098 ","$11,082,471 ","$23,885 ","$2,996,437 ","$6,458 ",85,"$1,957,624 ","$23,031 ","$669,464 ","$7,876 "
California Polytechnic State University-San Luis Obispo,110422,2007,465,"$15,778,620 ","$33,933 ","$12,817,912 ","$27,565 ","$3,290,335 ","$7,076 ",85,"$2,042,673 ","$24,031 ","$713,148 ","$8,390 "
California Polytechnic State University-San Luis Obispo,110422,2008,472,"$17,724,852 ","$37,553 ","$13,987,920 ","$29,635 ","$3,682,083 ","$7,801 ",90,"$2,396,778 ","$26,631 ","$801,438 ","$8,905 "
California Polytechnic State University-San Luis Obispo,110422,2009,456,"$21,700,166 ","$47,588 ","$15,663,162 ","$34,349 ","$3,952,990 ","$8,669 ",90,"$2,540,558 ","$28,228 ","$840,671 ","$9,341 "
California Polytechnic State University-San Luis Obispo,110422,2010,508,"$20,834,671 ","$41,013 ","$14,873,273 ","$29,278 ","$3,561,883 ","$7,012 ",90,"$2,498,282 ","$27,759 ","$815,544 ","$9,062 "
California Polytechnic State University-San Luis Obispo,110422,2011,488,"$20,683,651 ","$42,385 ","$16,356,737 ","$33,518 ","$4,032,722 ","$8,264 ",90,"$2,912,386 ","$32,360 ","$932,229 ","$10,358 "
California Polytechnic State University-San Luis Obispo,110422,2012,488,"$20,154,399 ","$41,300 ","$15,660,890 ","$32,092 ","$4,078,423 ","$8,357 ",95,"$2,877,772 ","$30,292 ","$946,449 ","$9,963 "
California Polytechnic State University-San Luis Obispo,110422,2013,508,"$20,483,456 ","$40,322 ","$15,972,717 ","$31,442 ","$4,192,815 ","$8,254 ",95,"$3,066,342 ","$32,277 ","$939,276 ","$9,887 "
California Polytechnic State University-San Luis Obispo,110422,2014,570,"$22,242,712 ","$39,022 ","$17,589,223 ","$30,858 ","$4,542,404 ","$7,969 ",95,"$3,155,135 ","$33,212 ","$1,063,845 ","$11,198 "
California State University-Bakersfield,110486,2005,,,,,,,,,,,,
California State University-Bakersfield,110486,2006,,,,,,,,,,,,
California State University-Bakersfield,110486,2007,,,,,,,,,,,,
California State University-Bakersfield,110486,2008,426,"$8,216,520 ","$19,288 ","$6,219,190 ","$14,599 ","$2,200,711 ","$5,166 ",,,,,
California State University-Bakersfield,110486,2009,298,"$9,179,820 ","$30,805 ","$5,747,683 ","$19,288 ","$2,158,486 ","$7,243 ",,,,,
California State University-Bakersfield,110486,2010,312,"$8,645,474 ","$27,710 ","$4,826,234 ","$15,469 ","$2,035,311 ","$6,523 ",,,,,
California State University-Bakersfield,110486,2011,314,"$10,638,484 ","$33,881 ","$5,598,086 ","$17,828 ","$2,258,814 ","$7,194 ",,,,,
California State University-Bakersfield,110486,2012,307,"$10,649,029 ","$34,687 ","$6,031,699 ","$19,647 ","$2,525,726 ","$8,227 ",,,,,
California State University-Bakersfield,110486,2013,307,"$10,250,465 ","$33,389 ","$7,423,916 ","$24,182 ","$2,298,231 ","$7,486 ",,,,,
California State University-Bakersfield,110486,2014,306,"$12,799,589 ","$41,829 ","$8,917,551 ","$29,142 ","$2,439,560 ","$7,972 ",,,,,
California State University-Fresno,110556,2005,522,"$25,350,352 ","$48,564 ","$5,354,106 ","$10,257 ","$5,931,855 ","$11,364 ",108,"$6,137,066 ","$56,825 ","$2,611,747 ","$24,183 "
California State University-Fresno,110556,2006,494,"$25,634,086 ","$51,891 ","$5,677,833 ","$11,494 ","$6,163,868 ","$12,477 ",100,"$6,657,996 ","$66,580 ","$2,683,529 ","$26,835 "
California State University-Fresno,110556,2007,460,"$25,871,953 ","$56,243 ","$5,996,769 ","$13,036 ","$5,916,081 ","$12,861 ",106,"$5,905,529 ","$55,713 ","$2,452,971 ","$23,141 "
California State University-Fresno,110556,2008,454,"$28,856,248 ","$63,560 ","$6,432,445 ","$14,168 ","$6,747,113 ","$14,861 ",104,"$6,950,343 ","$66,830 ","$2,866,518 ","$27,563 "
California State University-Fresno,110556,2009,466,"$28,645,243 ","$61,470 ","$8,569,309 ","$18,389 ","$7,479,770 ","$16,051 ",111,"$6,958,107 ","$62,686 ","$2,774,489 ","$24,995 "
California State University-Fresno,110556,2010,445,"$26,690,524 ","$59,979 ","$7,504,866 ","$16,865 ","$7,016,278 ","$15,767 ",106,"$6,118,632 ","$57,723 ","$2,511,928 ","$23,697 "
